,baa_aaa,t10y2y,dff,cpi_yoy,indpro_yoy,dgs10,rvol,gz_spread,ebp,inv,episode,inv_E1,inv_E2,inv_E3,inv_E4,inv_E5,inv_E6
1994-07,0.6900000000000013,1.168,4.256129032258064,2.69896193771626,5.548865528406344,7.298,9.18057318952727,1.1696839016010063,-0.2919052523099781,0,0,0,0,0,0,0,0
1994-08,0.6699999999999999,1.058695652173913,4.474516129032258,2.900552486187835,6.384761951629092,7.236086956521739,6.838479309239722,1.1477256712956685,-0.2607326424260141,0,0,0,0,0,0,0,0
1994-09,0.6400000000000006,1.0647619047619048,4.733666666666666,2.965517241379323,6.156180732641192,7.457142857142857,9.302622167491817,1.1327907919544653,-0.3850354115545771,0,0,0,0,0,0,0,0
1994-10,0.629999999999999,1.0154999999999998,4.76,2.609890109890123,6.231501771426062,7.744,10.999876329783046,1.1500297873729357,-0.3016835549697723,0,0,0,0,0,0,0,0
1994-11,0.6400000000000006,0.8065,5.294666666666667,2.602739726027403,6.4711768991924545,7.955,10.972471180102614,1.219551405021898,-0.2268281142945154,0,0,0,0,0,0,0,0
1994-12,0.6399999999999988,0.22428571428571428,5.453225806451614,2.597402597402576,6.925835091579047,7.813809523809524,10.413869302282642,1.245588667914712,-0.175663977914223,0,0,0,0,0,0,0,0
1995-01,0.6199999999999992,0.2725,5.52741935483871,2.8708133971291794,6.800469318244806,7.7795000000000005,6.355869524590888,1.2376204091901175,-0.2196770408046877,0,0,0,0,0,0,0,0
1995-02,0.5899999999999999,0.35789473684210527,5.915357142857142,2.862985685071595,6.617845269116707,7.469473684210525,6.5800054594033615,1.2088059775581974,-0.2515524302367227,0,0,0,0,0,0,0,0
1995-03,0.5800000000000001,0.42913043478260865,5.976451612903226,2.7872195785180187,5.7165348260771465,7.204782608695653,7.581942438527988,1.2078650507605075,-0.2607607671789427,0,0,0,0,0,0,0,0
1995-04,0.5700000000000003,0.4947368421052632,6.047333333333333,3.125000000000022,4.913630863868201,7.062631578947368,6.004855627326239,1.183477000313479,-0.2000784972312508,0,0,0,0,0,0,0,0
1995-05,0.5499999999999989,0.46181818181818185,6.009032258064516,3.1186440677966054,4.945992374531105,6.632727272727274,7.070618979005863,1.2813010454586733,-0.2900512024194333,0,0,0,0,0,0,0,0
1995-06,0.6000000000000005,0.4522727272727272,6.001333333333333,3.0425963488843744,4.587732144288292,6.168181818181818,10.727181033730076,1.3072308326919748,-0.1040533252655893,0,0,0,0,0,0,0,0
1995-07,0.629999999999999,0.49799999999999994,5.851935483870967,2.8301886792452713,4.012060921624383,6.2780000000000005,9.68675875618396,1.2247000578450402,-0.2753980463514152,0,0,0,0,0,0,0,0
1995-08,0.6199999999999992,0.5073913043478261,5.735161290322581,2.6174496644295386,4.689029105863818,6.488260869565217,7.153804233400296,1.2437997207484637,-0.167278318854523,0,0,0,0,0,0,0,0
1995-09,0.6099999999999994,0.3915,5.804666666666666,2.54521098459477,4.7816808149161005,6.1975,5.506381613739004,1.2399793988750591,-0.1249200440019979,0,0,0,0,0,0,0,0
1995-10,0.6299999999999999,0.3476190476190476,5.756129032258064,2.7443105756358666,3.7627368685886786,6.044761904761905,6.6179494331972855,1.313574129636491,-0.0882366514114869,0,0,0,0,0,0,0,0
1995-11,0.6600000000000001,0.45142857142857146,5.803,2.603471295060067,3.3298500978240275,5.93047619047619,8.426206714612718,1.358512931554788,-0.0052278941005134,0,0,0,0,0,0,0,0
1995-12,0.6699999999999999,0.387,5.601935483870967,2.5316455696202667,2.6396897921781903,5.7115,8.932566599655901,1.372109117508295,-0.0182447310629805,0,0,0,0,0,0,0,0
1996-01,0.6600000000000001,0.54,5.564838709677419,2.7906976744185963,1.8788215519394358,5.652380952380953,11.738693985492716,1.3535891710896124,-0.065744328008267,0,0,0,0,0,0,0,0
1996-02,0.6399999999999997,0.78,5.224482758620689,2.717031146454607,3.4865787366735512,5.8055,11.146505438208177,1.2660126664666465,-0.2782045927366585,0,0,0,0,0,0,0,0
1996-03,0.6799999999999997,0.6076190476190476,5.314193548387097,2.8439153439153486,3.188414739319012,6.268571428571428,15.525347265627504,1.2248624597498483,-0.3028202423218824,0,0,0,0,0,0,0,0
1996-04,0.6899999999999995,0.5540909090909091,5.223666666666667,2.832674571805005,4.395391371041835,6.511363636363637,12.456529901082076,1.2275426310800963,-0.2527378723334619,0,0,0,0,0,0,0,0
1996-05,0.6800000000000006,0.6418181818181817,5.235161290322581,2.827087442472065,4.661591494286932,6.736818181818182,10.712578431548856,1.173951392709142,-0.2859498154705018,0,0,0,0,0,0,0,0
1996-06,0.6900000000000004,0.615,5.2733333333333325,2.8215223097112663,5.110978907668273,6.912000000000001,8.690007807201011,1.2378641745844523,-0.2387761861756143,0,0,0,0,0,0,0,0
1996-07,0.6999999999999993,0.5954545454545455,5.396451612903226,2.8833551769331667,5.568536043472649,6.865454545454545,13.19776143449235,1.250432484837979,-0.2872515915210274,0,0,0,0,0,0,0,0
1996-08,0.7199999999999998,0.6063636363636363,5.222903225806451,2.8122956180510084,4.720645436557502,6.635454545454545,13.661730789806297,1.220289058995749,-0.3583719787021158,0,0,0,0,0,0,0,0
1996-09,0.6899999999999995,0.598,5.299,3.0045721750489918,4.952801645891314,6.832000000000001,10.041728386211469,1.204128297221062,-0.352361864410055,0,0,0,0,0,0,0,0
1996-10,0.6800000000000006,0.620909090909091,5.2380645161290325,3.0618892508143203,5.168722601692299,6.533636363636364,7.67752541926632,1.2458245076563657,-0.2947967063138246,0,0,0,0,0,0,0,0
1996-11,0.6900000000000004,0.5021052631578947,5.311000000000001,3.2530904359141077,5.855898562613082,6.203684210526316,8.176714875382144,1.293653400846767,-0.2464730513213979,0,0,0,0,0,0,0,0
